idx,image_id,prediction,gold,EM,F1,BLEU4,ROUGE_L_F1
319,,There is a white truck to the,"There is a black sedan car to the back of the ego vehicle, a black small car to the front right of the ego vehicle, a pedestrian pulling luggage to the back left of the ego vehicle, a silver gray sedan to the back right of the ego vehicle, and a black small sedan car to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,822.5,500.0>, < c2,CAM_FRONT_RIGHT,683.1,627.3>, < c3,CAM_BACK",0,0.1,0.0,0.1
320,,Water droplets on the glass will affect,Water droplets on the glass will affect visibility.,0,0.923077,0.846482,0.923077
321,,Black sedan.,Black car.,0,0.5,0.0,0.5
322,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
323,,Yes.,Yes.,1,1.0,0.0,1.0
324,,Many pedestrians are moving.,"Many pedestrians are moving, and two are standing.",0,0.666667,0.367879,0.666667
325,,Yes.,Yes.,1,1.0,0.0,1.0
326,,Moving.,Moving.,1,1.0,0.0,1.0
327,,There are many traffic elements in the front,"There are many traffic elements in the front view. The information of these traffic elements is [(traffic light, green, 821.82, 349.21, 835.5, 377.39), (traffic light, green, 908.43, 407.67, 918.15, 430.22), (traffic light, unknown, 551.84, 349.4, 566.08, 380.65), (traffic light, unknown, 618.34, 346.55, 632.16, 376.82), (traffic light, unknown, 916.45, 432.1",0,0.259259,0.003299,0.259259
328,,There are many cars and one truck to,There are two cars and one truck to the back left of the ego car.,0,0.666667,0.318268,0.666667
329,,"Many cars are parked, and one",Two cars are moving.,0,0.4,0.0,0.4
330,,"Firstly, notice < c3,","Firstly, notice < c1,CAM_FRONT,1583.3,499.2>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed. Secondly, notice < c4,CAM_BACK_RIGHT,690.0,577.5>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed. Thirdly, notice < c2,CAM_BACK,307.5,520.8>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed.",0,0.074074,0.0,0.074074
331,,No.,No.,1,1.0,0.0,1.0
332,,"< c1,CAM_BACK","< c4,CAM_BACK,873.3,520.0> is in the ego lane.",0,0.0,0.0,0.0
333,,None.,"< c2,CAM_FRONT_LEFT,419.2,586.7>.",0,0.0,0.0,0.0
334,,The action is to keep going at the,"The action is to turn right because there is no safety issue, and the probability is high.",0,0.285714,0.0,0.285714
335,,Back up.,Brake suddenly.,0,0.0,0.0,0.0
336,,No.,No.,1,1.0,0.0,1.0
337,,The ego vehicle.,"< c1,CAM_FRONT,1159.2,521.7>.",0,0.0,0.0,0.0
338,,Yes.,Yes.,1,1.0,0.0,1.0
339,,"Firstly, notice < c3,","Firstly, notice that < c2,CAM_FRONT,675.7,519.8>. The object is a traffic sign, so the ego vehicle should continue going ahead at the same speed. Secondly, notice that < c3,CAM_FRONT,1338.6,584.4>. The object is also a traffic sign, so the ego vehicle should continue going ahead at the same speed. Thirdly, notice that < c1,CAM_BACK,332.5,535.0>. The object is stationary, so the ego vehicle should continue going ahead at",0,0.072727,0.0,0.072727
340,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
341,,Low.,Low.,1,1.0,0.0,1.0
342,,No.,No.,1,1.0,0.0,1.0
343,,Low.,Low.,1,1.0,0.0,1.0
344,,There are many cars and one truck to,There is one car to the front right of the ego car.,0,0.333333,0.0,0.333333
345,,Silver sedan.,Yellow roadblock.,0,0.0,0.0,0.0
346,,Sharp left turn.,Slight left turn.,0,0.666667,0.0,0.666667
347,,There are many cars and one truck to,"There are many cars, one bicycle, and one pedestrian to the back left of the ego car.",0,0.608696,0.17812,0.608696
348,,None.,None.,1,1.0,0.0,1.0
349,,"Back up, brake suddenly.","Accelerate and go ahead, and back up.",0,0.363636,0.0,0.363636
350,,Low.,Low.,1,1.0,0.0,1.0
351,,There are many cars and one truck behind,"There are two cars, one motorcycle, and one pedestrian behind the ego car.",0,0.6,0.0,0.6
352,,No.,No.,1,1.0,0.0,1.0
353,,No.,Yes.,0,0.0,0.0,0.0
354,,No.,Yes.,0,0.0,0.0,0.0
355,,Yes.,Yes.,1,1.0,0.0,1.0
356,,None.,"< c4,CAM_BACK,949.2,512.5>.",0,0.0,0.0,0.0
357,,Black sedan.,Black sedan.,1,1.0,0.0,1.0
358,,No entry.,Turn right.,0,0.0,0.0,0.0
359,,"Firstly, notice < c3,","Firstly notice that < c1,CAM_FRONT_RIGHT,1185.8,605.0>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed. Secondly notice that < c3,CAM_BACK_RIGHT,79.9,632.8>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed. Thirdly notice that < c2,CAM_BACK,336.7,527.5>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed.",0,0.070175,0.0,0.070175
360,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
361,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
362,,None.,Green light.,0,0.0,0.0,0.0
363,,Many pedestrians are moving.,Many pedestrians are standing.,0,0.75,0.0,0.75
364,,No.,Yes.,0,0.0,0.0,0.0
365,,Sharp left turn.,"Moderate left turn acceleration can lead to a collision with < c2,CAM_FRONT_LEFT,1295.8,620.8>.",0,0.307692,0.0,0.307692
366,,White truck.,Orange truck.,0,0.5,0.0,0.5
367,,One motorcycle is without a rider,One motorcycle is with a rider.,0,0.8,0.0,0.8
368,,No.,Yes.,0,0.0,0.0,0.0
369,,Low.,Low.,1,1.0,0.0,1.0
370,,No.,No.,1,1.0,0.0,1.0
371,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
372,,"The action is none, the reason is","The action is to keep going at the same speed, the reason is there is no safety issue.",0,0.4,0.0,0.4
373,,There are many traffic elements in the front,"There is one traffic element in the front view. The information of this traffic element is [(road sign, go straight, 1453.52, 669.16, 1574.44, 712.07)].",0,0.275862,0.0,0.275862
374,,Accelerating and going straight.,Accelerating and going straight.,1,1.0,1.0,1.0
375,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider (in descending order) is < c3,CAM_FRONT_RIGHT,291.7,517.5>, < c1,CAM_FRONT,883.3,472.5>, < c4,CAM_BACK_RIGHT,107.5,536.7>, < c5,CAM_BACK_RIGHT,974.8,401.8>, < c2,CAM_BACK,547.5,511.7>.",0,0.0,0.0,0.0
376,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to maintain a safe distance, which is high.",0,0.521739,0.15988,0.521739
377,,"Many cars are parked, and one","Many cars are parked, and one is moving.",0,0.857143,0.716531,0.857143
378,,No.,No.,1,1.0,0.0,1.0
379,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, and the probability is high.",0,0.461538,0.096972,0.461538
380,,No.,No.,1,1.0,0.0,1.0
381,,Black sedan.,Black commercial vehicle.,0,0.4,0.0,0.4
382,,No.,No.,1,1.0,0.0,1.0
383,,Water droplets on the glass affect the,There is nothing in particular to pay attention to in this scene; the road is quite empty.,0,0.0,0.0,0.0
384,,One bus is moving.,One bus is stopped.,0,0.75,0.0,0.75
385,,There are many cars and one truck in,There are many pedestrians in front of the ego car.,0,0.470588,0.0,0.470588
386,,Go straight.,Go straight.,1,1.0,0.0,1.0
387,,No.,Yes.,0,0.0,0.0,0.0
388,,No.,No.,1,1.0,0.0,1.0
389,,No such action will lead to a,No such action will lead to a collision.,0,0.923077,0.846482,0.923077
390,,White truck.,Sanitation worker.,0,0.0,0.0,0.0
391,,Stationary.,Stationary.,1,1.0,0.0,1.0
392,,Yes.,Yes.,1,1.0,0.0,1.0
393,,None.,"< c4,CAM_BACK,873.3,520.0>.",0,0.0,0.0,0.0
394,,Stationary.,Keep going straight.,0,0.0,0.0,0.0
395,,No.,No.,1,1.0,0.0,1.0
396,,Yes.,No.,0,0.0,0.0,0.0
397,,No.,No.,1,1.0,0.0,1.0
398,,Yes.,Yes.,1,1.0,0.0,1.0
399,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
400,,Yes.,Yes.,1,1.0,0.0,1.0
401,,The pedestrian in front of the ego,The pedestrian in front of the ego car is standing.,0,0.769231,0.548812,0.769231
402,,None.,None.,1,1.0,0.0,1.0
403,,Yes.,No.,0,0.0,0.0,0.0
404,,Low.,Low.,1,1.0,0.0,1.0
405,,Yes.,Yes.,1,1.0,0.0,1.0
406,,Low.,Low.,1,1.0,0.0,1.0
407,,Accelerating and going straight.,Accelerating and going straight.,1,1.0,1.0,1.0
408,,Yes.,Yes.,1,1.0,0.0,1.0
409,,No.,No.,1,1.0,0.0,1.0
410,,Yes.,Yes.,1,1.0,0.0,1.0
411,,Reversing to the right rear.,Sharp right turn.,0,0.285714,0.0,0.285714
412,,No.,No.,1,1.0,0.0,1.0
413,,"< c2,CAM_FRON","< c2,CAM_FRONT_LEFT,649.2,522.5> is on the front left of < c1,CAM_BACK,738.3,470.0>.",0,0.0,0.0,0.0
414,,Yes.,No.,0,0.0,0.0,0.0
415,,Water droplets on the glass will affect,"Water droplets on the glass will affect visibility, which can impact driving judgment.",0,0.666667,0.367879,0.666667
416,,Low.,Low.,1,1.0,0.0,1.0
417,,"Keep going at the same speed, accelerate","Brake gently to a stop, turn right, and continue at the same speed.",0,0.352941,0.0,0.352941
418,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
419,,Low.,Low.,1,1.0,0.0,1.0
420,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
421,,No.,No.,1,1.0,0.0,1.0
422,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
423,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
424,,Many cars are parked.,Three cars are moving.,0,0.5,0.0,0.5
425,,Black sedan.,Black pickup truck.,0,0.4,0.0,0.4
426,,No.,No.,1,1.0,0.0,1.0
427,,Yes.,Yes.,1,1.0,0.0,1.0
428,,None.,None.,1,1.0,0.0,1.0
429,,Stationary.,Stationary.,1,1.0,0.0,1.0
430,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
431,,No.,No.,1,1.0,0.0,1.0
432,,Water droplets on the glass will affect,Water droplets on the glass will affect visibility.,0,0.923077,0.846482,0.923077
433,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
434,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to avoid a collision, which is high in probability.",0,0.5,0.135335,0.5
435,,No.,No.,1,1.0,0.0,1.0
436,,There are many cars and one truck in,There are two pedestrians and many cars in front of the ego car.,0,0.6,0.0,0.5
437,,Yes.,Yes.,1,1.0,0.0,1.0
438,,No.,No.,1,1.0,0.0,1.0
439,,No.,No.,1,1.0,0.0,1.0
440,,"Yes, there are traffic elements in the","No, there are no traffic elements in the front view.",0,0.666667,0.0,0.666667
441,,The ego vehicle is going straight.,The ego vehicle is slightly steering to the left. The ego vehicle is driving fast.,0,0.352941,0.0,0.352941
442,,"The action is none, the reason is","The action is to keep going at the same speed, and the reason is to maintain a safe distance.",0,0.4,0.0,0.4
443,,The ego vehicle.,None.,0,0.0,0.0,0.0
444,,One bicycle is without a rider,One bicycle is with a rider.,0,0.8,0.0,0.8
445,,"The action is none, the reason is","The action is none, the reason is there is no safety issue.",0,0.666667,0.367879,0.666667
446,,"Firstly, notice < c3,","Firstly, notice that < c4, CAM_FRONT, 1111.7, 460.8>. The object is stationary, so the ego vehicle should keep going ahead at the same speed. Secondly, notice that < c3, CAM_BACK_RIGHT, 186.7, 557.5>. The object is stationary, so the ego vehicle should keep going ahead at the same speed. Thirdly, notice that < c1, CAM_BACK_RIGHT, 755.0, 514.2>. The object is stationary, so the ego vehicle should keep going ahead at the same",0,0.096774,0.0,0.096774
447,,Low.,Low.,1,1.0,0.0,1.0
448,,Yes.,Yes.,1,1.0,0.0,1.0
449,,No.,No.,1,1.0,0.0,1.0
450,,No.,No.,1,1.0,0.0,1.0
451,,"Many cars are parked, and one",Two cars are moving.,0,0.4,0.0,0.4
452,,Low.,Low.,1,1.0,0.0,1.0
453,,No.,No.,1,1.0,0.0,1.0
454,,There are many cars to the back right,There are three cars to the back right of the ego car.,0,0.705882,0.318504,0.705882
455,,Black sedan.,Pedestrians on the green belt.,0,0.0,0.0,0.0
456,,Yes.,Yes.,1,1.0,0.0,1.0
457,,Yes.,No.,0,0.0,0.0,0.0
458,,No.,No.,1,1.0,0.0,1.0
459,,There are many cars and one truck to,There is one motorcycle to the back left of the ego car.,0,0.333333,0.0,0.333333
460,,Go straight.,Go straight.,1,1.0,0.0,1.0
461,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
462,,Moving.,Stationary.,0,0.0,0.0,0.0
463,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
464,,None.,None.,1,1.0,0.0,1.0
465,,Yes.,No.,0,0.0,0.0,0.0
466,,Low.,Low.,1,1.0,0.0,1.0
467,,No.,No.,1,1.0,0.0,1.0
468,,No.,No.,1,1.0,0.0,1.0
469,,There is one moving car behind the,There is one moving car behind the ego car.,0,0.857143,0.716531,0.857143
470,,There are many cars and one truck in,"There are two trucks, two cars, three pedestrians, and one trailer in front of the ego car.",0,0.5,0.0,0.5
471,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
472,,Two bicycles are without riders.,Three bicycles are without riders.,0,0.8,0.66874,0.8
473,,There are many cars to the back right,There are two cars to the back right of the ego car.,0,0.705882,0.318504,0.705882
474,,No.,No.,1,1.0,0.0,1.0
475,,Moving.,Moving.,1,1.0,0.0,1.0
476,,Many cars are parked.,Two cars are moving.,0,0.5,0.0,0.5
477,,Stationary.,Stationary.,1,1.0,0.0,1.0
478,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
479,,There are many cars and one truck in,"There are two pedestrians, many cars, and one truck in front of the ego car.",0,0.727273,0.361458,0.727273
480,,Keep going straight.,Turn left.,0,0.0,0.0,0.0
481,,Yes.,Yes.,1,1.0,0.0,1.0
482,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
483,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
484,,Many pedestrians are moving.,Three pedestrians are standing.,0,0.5,0.0,0.5
485,,Yes.,Yes.,1,1.0,0.0,1.0
486,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is not moving.,0,0.666667,0.367879,0.666667
487,,None.,"< c1,CAM_FRONT_LEFT,949.0,689.2>.",0,0.0,0.0,0.0
488,,Sharp left turn.,No such action will lead to a collision.,0,0.0,0.0,0.0
489,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
490,,No.,No.,1,1.0,0.0,1.0
491,,Low.,Low.,1,1.0,0.0,1.0
492,,None.,None.,1,1.0,0.0,1.0
493,,No.,No.,1,1.0,0.0,1.0
494,,No.,No.,1,1.0,0.0,1.0
495,,"< c4,CAM_BACK","< c2,CAM_BACK,956.0,632.3>.",0,0.0,0.0,0.0
496,,One car is parked.,One car is moving.,0,0.75,0.0,0.75
497,,There are many cars and one truck behind,There is one car behind the ego car.,0,0.4,0.0,0.4
498,,The ego vehicle is going straight.,The ego vehicle is slightly steering to the left. The ego vehicle is driving fast.,0,0.352941,0.0,0.352941
499,,The action is to keep going at the,The action is to keep going at the same speed. The reason is that there is no safety issue. The probability is high.,0,0.48,0.114559,0.48
500,,"Firstly, notice < c3,","Firstly notice that < c1,CAM_FRONT,863.3,611.7>, the object is stationary, so the ego vehicle should do nothing. Secondly notice that < c2,CAM_FRONT_LEFT,708.9,562.3>, the object is going ahead, so the ego vehicle should do nothing. Thirdly notice that < c3,CAM_FRONT_RIGHT,1059.2,614.2>, the object is going ahead, so the ego vehicle should do nothing.",0,0.090909,0.0,0.090909
501,,Yes.,Yes.,1,1.0,0.0,1.0
502,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
503,,Sharp left turn.,Sharp left turn.,1,1.0,0.0,1.0
504,,"< c2,CAM_BACK","< c2,CAM_BACK,811.7,544.2>.",0,0.0,0.0,0.0
505,,No.,No.,1,1.0,0.0,1.0
506,,There is nothing specific to focus on in,Vehicle skidding.,0,0.0,0.0,0.0
507,,Yes.,Yes.,1,1.0,0.0,1.0
508,,Stationary.,Stationary.,1,1.0,0.0,1.0
509,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
510,,Low.,Low.,1,1.0,0.0,1.0
511,,There are many cars and one truck in,There are many cars in front of the ego car.,0,0.588235,0.322601,0.588235
512,,Moving.,Stationary.,0,0.0,0.0,0.0
513,,Black sedan.,Black car.,0,0.5,0.0,0.5
514,,No.,No.,1,1.0,0.0,1.0
515,,Moving.,Moving.,1,1.0,0.0,1.0
516,,No.,No.,1,1.0,0.0,1.0
517,,Many trailers are parked.,Two trailers are parked.,0,0.75,0.0,0.75
518,,Yes.,Yes.,1,1.0,0.0,1.0
519,,No.,No.,1,1.0,0.0,1.0
520,,"Yes, there are traffic elements in the","No, there are no traffic elements in the front view.",0,0.666667,0.0,0.666667
521,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
522,,Moving.,Moving.,1,1.0,0.0,1.0
523,,Low.,Low.,1,1.0,0.0,1.0
524,,Many pedestrians are moving.,Many pedestrians are moving.,1,1.0,1.0,1.0
525,,There is a white truck to the,"There is a black truck to the front of the ego vehicle, a white truck to the back of the ego vehicle, and a black and white truck to the back of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT,736.7,490.0>, < c2,CAM_BACK,1073.3,490.8>, and < c3,CAM_BACK,937.5,475.8>.",0,0.25,0.0,0.25
526,,No.,No.,1,1.0,0.0,1.0
527,,One pedestrian is moving.,One pedestrian is moving.,1,1.0,1.0,1.0
528,,Low.,Low.,1,1.0,0.0,1.0
529,,Many cars are parked.,"Two of the cars are parked, and one is moving.",0,0.461538,0.0,0.461538
530,,The action is to keep going at the,The action is to keep going at the same speed because there is no safety issue. The probability of this action is high.,0,0.461538,0.096972,0.461538
531,,No.,No.,1,1.0,0.0,1.0
532,,None.,"< c5,CAM_FRONT,853.8,235.7>.",0,0.0,0.0,0.0
533,,No.,No.,1,1.0,0.0,1.0
534,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
535,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, and the probability is high.",0,0.461538,0.096972,0.461538
536,,"< c2,CAM_FRON","< c2,CAM_FRONT_RIGHT,315.0,551.7> is on the front right of < c1,CAM_FRONT_LEFT,550.8,511.7>, < c3,CAM_BACK,1086.4,642.9> is on the back right of < c1,CAM_FRONT_LEFT,550.8,511.7>, and < c3,CAM_BACK,1086.4,642.9> is on the back left of < c2,CAM_FRONT_RIGHT,315.0,551.7>.",0,0.0,0.0,0.0
537,,Go straight.,Go straight.,1,1.0,0.0,1.0
538,,No.,No.,1,1.0,0.0,1.0
539,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
540,,White truck.,Black truck.,0,0.5,0.0,0.5
541,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
542,,No.,No.,1,1.0,0.0,1.0
543,,Silver sedan.,White sedan.,0,0.5,0.0,0.5
544,,Silver sedan.,Pedestrian wearing a black top.,0,0.0,0.0,0.0
545,,Keep going straight.,Turn left.,0,0.0,0.0,0.0
546,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
547,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
548,,Stationary.,Stationary.,1,1.0,0.0,1.0
549,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
550,,"Firstly, notice < c3,","Firstly, notice < c3,CAM_FRONT_LEFT,545.0,538.3>. It is going ahead, so the ego vehicle should keep going ahead at the same speed. Secondly, notice < c4,CAM_FRONT_LEFT,240.1,156.4>. It is a traffic sign, so the ego vehicle should keep going ahead at the same speed. Thirdly, notice < c2,CAM_BACK,985.8,604.2>. It is turning left, so the ego vehicle should keep going ahead at the same",0,0.075472,0.0,0.075472
551,,No.,No.,1,1.0,0.0,1.0
552,,Many trailers are parked.,Two trailers are parked.,0,0.75,0.0,0.75
553,,No.,No.,1,1.0,0.0,1.0
554,,Yes.,Yes.,1,1.0,0.0,1.0
555,,Accelerating and going straight.,Accelerating and going straight.,1,1.0,1.0,1.0
556,,There is one moving car behind the,"There is one parked car in front of the ego car, one parked car to the front right of the ego car, one parked car to the back right of the ego car, and two parked trucks at the back of the ego car.",0,0.186047,0.0,0.186047
